key	en	es	state	batch	reviewer	rev_date	qupath_ver	issues	notes
Action.Objects.Annotation.fillHoles.description	Fill holes occurring inside annotations	Rellenar los huecos existentes dentro de las anotaciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.makeInverse	Make inverse	Crear inversa	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.makeInverse.description	Make annotations corresponding to the 'inverse' of the selected annotation.\nThe inverse annotation contains 'everything else' outside the current annotation, constrained by its parent.	Crear anotaciones correspondientes a la 'inversa' de la anotación seleccionada.\nLa anotación inversa contiene 'todo lo demás' fuera de la anotación actual, limitado por su elemento padre.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.mergeSelected	Merge selected	Fusionar seleccionadas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.mergeSelected.description	Merge the selected annotations to become one, single annotation.	Fusionar las anotaciones seleccionadas en una sola anotación.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.simplify	Simplify shape...	Simplificar forma...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.simplify.description	Simplify the shapes of the current selected annotations.\nThis removes vertices that are considered unnecessary, using a specified amplitude tolerance.	Simplificar las formas de las anotaciones seleccionadas.\nEsto elimina los vértices considerados innecesarios, según una tolerancia de amplitud determinada.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.refreshIds	Refresh object IDs	Actualizar identificadores de objeto	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.refreshIds.description	Update all object IDs to ensure they are unique	Actualizar todos los identificadores de objeto para garantizar que son únicos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.refreshDuplicateIds	Refresh duplicate object IDs	Actualizar identificadores de objeto duplicados	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.refreshDuplicateIds.description	Update all duplicate object IDs to ensure they are unique	Actualizar todos los identificadores de objeto duplicados para garantizar que son únicos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Window	Window	Ventana	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Window.centerWindows	Center all windows	Centrar todas las ventanas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Window.centerWindows.description	Move all windows to be in the center of the screen	Mover todas las ventanas al centro de la pantalla	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Window.centerOffscreen	Center off-screen windows	Centrar ventanas fuera de pantalla	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Window.centerOffscreen.description	Move all windows that are partially or completely off-screen to be centered	Centrar todas las ventanas que estén parcial o totalmente fuera de la pantalla	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Window.systemMenubar	Use system menubar	Usar la barra de menús del sistema	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Window.systemMenubar.description	Use the system menubar where possible.\nThe alternative is to add a menubar separately to each window.	Usar la barra de menús del sistema cuando sea posible.\nLa alternativa es añadir una barra de menús independiente a cada ventana.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Window.imageName	Show image name	Mostrar el nombre de la imagen	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Window.imageName.description	Show the name of the current image in the main window title bar.	Mostrar el nombre de la imagen actual en la barra de título de la ventana principal.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.TMA	TMA	TMA	KEEP_EN	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		Deliberately identical to English
Menu.TMA.add	Add...	Añadir...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.TMA.remove	Remove...	Quitar...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.specifyGrid	Specify TMA grid...	Especificar cuadrícula TMA...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.specifyGrid.description	Create a manual TMA grid, by defining labels and the core diameter.\nThis can optionally be restricted to a rectangular annotation.	Crear una cuadrícula TMA manual, definiendo las etiquetas y el diámetro de los cilindros.\nOpcionalmente puede restringirse a una anotación rectangular.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.addRowAbove	Add TMA row above selected	Añadir fila TMA encima de la seleccionada	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.addRowAbove.description	Add a row to the TMA grid before (above) the row containing the current selected object	Añadir una fila a la cuadrícula TMA antes (encima) de la fila que contiene el objeto seleccionado	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.addRowBelow	Add TMA row below selected	Añadir fila TMA debajo de la seleccionada	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.addRowBelow.description	Add a row to the TMA grid after (below) the row containing the current selected object	Añadir una fila a la cuadrícula TMA después (debajo) de la fila que contiene el objeto seleccionado	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.addColumnBefore	Add TMA column before selected	Añadir columna TMA antes de la seleccionada	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.addColumnBefore.description	Add a column to the TMA grid before (to the left of) the column containing the current selected object	Añadir una columna a la cuadrícula TMA antes (a la izquierda) de la columna que contiene el objeto seleccionado	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.addColumnAfter	Add TMA column after selected	Añadir columna TMA después de la seleccionada	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.addColumnAfter.description	Add a column to the TMA grid after (to the right of) the column containing the current selected object	Añadir una columna a la cuadrícula TMA después (a la derecha) de la columna que contiene el objeto seleccionado	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.removeRow	Remove TMA row	Quitar fila TMA	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.removeRow.description	Remove the row containing the current selected object from the TMA grid	Quitar de la cuadrícula TMA la fila que contiene el objeto seleccionado	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.removeColumn	Remove TMA column	Quitar columna TMA	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.removeColumn.description	Remove the column containing the current selected object from the TMA grid	Quitar de la cuadrícula TMA la columna que contiene el objeto seleccionado	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.relabel	Relabel TMA grid...	Reetiquetar cuadrícula TMA...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.relabel.description	Relabel the cores of a TMA grid. This is often needed after adding or deleting rows or columns.	Reetiquetar los cilindros de una cuadrícula TMA. Suele ser necesario tras añadir o eliminar filas o columnas.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.resetMetadata	Reset TMA metadata	Restablecer metadatos TMA	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.resetMetadata.description	Remove all the metadata for the TMA grid in the current image	Eliminar todos los metadatos de la cuadrícula TMA de la imagen actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.deleteGrid	Delete TMA grid	Eliminar cuadrícula TMA	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.deleteGrid.description	Delete the entire TMA grid for the current image	Eliminar por completo la cuadrícula TMA de la imagen actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.findHull	Find convex hull detections (TMA)	Buscar detecciones en la envolvente convexa (TMA)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.TMA.findHull.description	Find all detections occurring on the convex hull of the detections within a TMA core.\nThis can be used to find cells occurring towards the edge of the core, which can then be deleted if necessary.\nOften these cells may yield less reliable measurements because of artifacts.	Buscar todas las detecciones situadas en la envolvente convexa de las detecciones de un cilindro TMA.\nPuede usarse para localizar células situadas hacia el borde del cilindro, que después pueden eliminarse si es necesario.\nA menudo estas células producen mediciones menos fiables a causa de los artefactos.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Automate	Automate	Automatizar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Automate.scriptEditor	Script editor	Editor de scripts	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Automate.scriptEditor.description	Open the script editor	Abrir el editor de scripts	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Automate.scriptInterpreter	Script interpreter	Intérprete de scripts	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Automate.scriptInterpreter.description	Open a script interpreter to run scripts interactively, line by line.\n(In general, the Script Editor is more useful).	Abrir un intérprete para ejecutar scripts de forma interactiva, línea a línea.\n(En general, el editor de scripts resulta más útil).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Automate.commandWorkflow	Show workflow command history	Mostrar historial de comandos del flujo de trabajo	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Automate.commandWorkflow.description	Show a history of the commands applied to the current image.\nNote that this is not fully exhaustive, because not all commands can be recorded.\nHowever, the command history is useful to help automatically generate batch-processing scripts.	Mostrar un historial de los comandos aplicados a la imagen actual.\nTenga en cuenta que no es totalmente exhaustivo, porque no todos los comandos pueden registrarse.\nAun así, el historial de comandos es útil para generar automáticamente scripts de procesamiento por lotes.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Automate.commandScript	Create command history script	Crear script a partir del historial de comandos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Automate.commandScript.description	Create a script based upon the actions recorded in the command history	Crear un script a partir de las acciones registradas en el historial de comandos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Measure	Measure	Medir	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Measure.GridViews	Grid views	Vistas de cuadrícula	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Measure.maps	Show measurement maps	Mostrar mapas de mediciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Measure.maps.description	View detection measurements in context using interactive, color-coded maps	Ver las mediciones de las detecciones en su contexto mediante mapas interactivos codificados por color	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Measure.manager	Show measurement manager	Mostrar gestor de mediciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Measure.manager.description	View and optionally delete detection measurements	Ver y, opcionalmente, eliminar mediciones de detecciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Measure.export	Export measurements...	Exportar mediciones...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Measure.export.description	Export summary measurements for multiple images within a project	Exportar mediciones resumidas de varias imágenes de un proyecto	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Extensions	Extensions	Extensiones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Extensions.installed	Manage extensions	Gestionar extensiones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Extensions.installed.description	Manage the list of installed QuPath extensions	Gestionar la lista de extensiones de QuPath instaladas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Help	Help	Ayuda	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.welcome	Show welcome message	Mostrar mensaje de bienvenida	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.welcome.description	Show the welcome message that appears when QuPath is first launched	Mostrar el mensaje de bienvenida que aparece la primera vez que se inicia QuPath	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.docs	Documentation (web)	Documentación (web)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.docs.description	Open the main QuPath documentation in a web browser	Abrir la documentación principal de QuPath en un navegador web	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.video	YouTube channel (web)	Canal de YouTube (web)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.video.description	Open the QuPath YouTube channel in a web browser for demo videos & tutorials	Abrir el canal de YouTube de QuPath en un navegador web para ver vídeos de demostración y tutoriales	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.updates	Check for updates (web)	Buscar actualizaciones (web)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.updates.description	Check online for updates to QuPath & supported extensions	Buscar en línea actualizaciones de QuPath y de las extensiones compatibles	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.cite	Cite QuPath in a paper (web)	Citar QuPath en un artículo (web)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.cite.description	Please cite the QuPath publication if you use the software!\nThis command opens a web page to show how.	¡Cite la publicación de QuPath si usa el software!\nEste comando abre una página web que explica cómo hacerlo.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.issues	Report a bug (web)	Notificar un error (web)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.issues.description	Open QuPath's issues page in a web browser to report a bug.\nPlease follow the bug report template - and use the forum instead for general questions.	Abrir en un navegador web la página de incidencias de QuPath para notificar un error.\nSiga la plantilla de informe de errores y use el foro para las preguntas generales.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.forum	View user forum (web)	Ver el foro de usuarios (web)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.forum.description	Visit the user forum at image.sc.\nThis is the place to ask questions about QuPath - and to give answers to help other users.	Visitar el foro de usuarios en image.sc.\nEs el lugar para preguntar sobre QuPath y para responder y ayudar a otros usuarios.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.source	View source code (web)	Ver el código fuente (web)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.source.description	View QuPath's source code on GitHub	Ver el código fuente de QuPath en GitHub	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.license	License	Licencia	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.license.description	View license information for QuPath and its third-party dependencies	Ver la información de licencia de QuPath y de sus dependencias de terceros	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.systemInfo	System info	Información del sistema	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Help.systemInfo.description	View technical information about this QuPath installation	Ver información técnica sobre esta instalación de QuPath	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.deprecated	Deprecated	Obsoletos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Extension.ImageJ	ImageJ extension	Extensión ImageJ	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Extension.ImageJ.description	QuPath commands that enable integration with ImageJ - https://imagej.nih.gov/ij/	Comandos de QuPath que permiten la integración con ImageJ - https://imagej.nih.gov/ij/	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.superpixelsSLIC	SLIC superpixel segmentation...	Segmentación en superpíxeles SLIC...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.superpixelsSLIC.description	Create superpixel tiles using the SLIC method	Crear teselas de superpíxeles mediante el método SLIC	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.superpixelsDoG	DoG superpixel segmentation...	Segmentación en superpíxeles DoG...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.superpixelsDoG.description	Create superpixel tiles using a Difference of Gaussians method	Crear teselas de superpíxeles mediante un método de diferencia de gaussianas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.tilesToAnnotations	Tile classifications to annotations...	Clasificaciones de teselas a anotaciones...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.tilesToAnnotations.description	Merge tiles sharing the same classification to become annotations	Fusionar las teselas que comparten la misma clasificación para convertirlas en anotaciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.pixelCount	Positive pixel count...	Recuento de píxeles positivos...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.pixelCount.description	Area-based quantification of positive pixels with DAB staining.\nThis command does not handle large regions well; if possible, pixel classification should usually be used instead.	Cuantificación por área de los píxeles positivos con tinción DAB.\nEste comando no gestiona bien las regiones grandes; si es posible, normalmente conviene usar la clasificación de píxeles en su lugar.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.simpleTissueDetection	Simple tissue detection...	Detección simple de tejido...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.simpleTissueDetection.description	Detect large regions using a simple thresholding method.\nThis command is not very flexible and lacks any preview of the results; if possible, pixel classification should usually be used instead.	Detectar regiones grandes mediante un método sencillo de umbralización.\nEste comando no es muy flexible y no permite previsualizar los resultados; si es posible, normalmente conviene usar la clasificación de píxeles en su lugar.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.tmaDearrayer	TMA dearrayer...	Desagrupador TMA...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.tmaDearrayer.description	Identify cores and grid arrangement of a tissue microarray	Identificar los cilindros y la disposición en cuadrícula de una matriz de tejidos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.cellDetection	Cell detection...	Detección celular...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.cellDetection.description	Default cell detection in QuPath.\nNote that this is general-purpose method, not optimized for any particular staining.\n\nIt is essential to set the image type first (e.g. brightfield or fluorescence) before running this command.	Detección celular predeterminada de QuPath.\nTenga en cuenta que es un método de uso general, no optimizado para ninguna tinción concreta.\n\nEs imprescindible definir primero el tipo de imagen (p. ej. campo claro o fluorescencia) antes de ejecutar este comando.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.positiveCellDetection	Positive cell detection...	Detección de células positivas...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.positiveCellDetection.description	Equivalent to 'Cell detection', with additional parameters to set a threshold during detection to identify single-positive cells.	Equivalente a 'Detección celular', con parámetros adicionales para definir un umbral durante la detección e identificar células con positividad simple.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.cellAndMembraneDetection	Cell + membrane detection...	Detección de células y membrana...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.cellAndMembraneDetection.description	Cell detection that uses membrane information to constrain cell boundary expansion.\n\nThis was designed specifically for hematoxylin and DAB staining, and works only where membrane staining is either very clear or absent. It is not recommended in general.	Detección celular que utiliza la información de la membrana para limitar la expansión del límite celular.\n\nSe diseñó específicamente para la tinción con hematoxilina y DAB, y solo funciona cuando la tinción de membrana es muy nítida o está ausente. No se recomienda con carácter general.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.subcellularDetection	Subcellular detection (experimental)...	Detección subcelular (experimental)...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.subcellularDetection.description	Identify subcellular structures (e.g. spots of all kinds) within detected cells.	Identificar estructuras subcelulares (p. ej. puntos de todo tipo) dentro de las células detectadas.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.scriptRunner	ImageJ script runner	Ejecutor de scripts de ImageJ	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.scriptRunner.description	Run ImageJ scripts and macros within QuPath.\nThis extracts image regions corresponding to QuPath objects, then passes them to ImageJ for processing.	Ejecutar scripts y macros de ImageJ dentro de QuPath.\nExtrae las regiones de imagen correspondientes a los objetos de QuPath y las pasa a ImageJ para su procesamiento.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.legacyMacroRunner	Legacy ImageJ macro runner	Ejecutor de macros de ImageJ (heredado)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.legacyMacroRunner.description	Previous command for running ImageJ macros within QuPath.\nThis has been replaced for QuPath v0.6.0.	Comando anterior para ejecutar macros de ImageJ dentro de QuPath.\nHa sido sustituido a partir de QuPath v0.6.0.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.setImageJDirectory	Set local ImageJ directory...	Establecer el directorio local de ImageJ...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.setImageJDirectory.description	Set the directory to use with QuPath's embedded version of ImageJ.\n\nWhen this is set, plugins from an existing ImageJ installation are made available to QuPath's embedded version of ImageJ (as long as they have no incompatible dependencies).	Establecer el directorio que se usará con la versión de ImageJ integrada en QuPath.\n\nAl definirlo, los plugins de una instalación existente de ImageJ quedan disponibles para la versión integrada en QuPath (siempre que no tengan dependencias incompatibles).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.showImageJ	Show ImageJ	Mostrar ImageJ	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.showImageJ.description	Show the main ImageJ window	Mostrar la ventana principal de ImageJ	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.extractRegion	Send region to ImageJ...	Enviar región a ImageJ...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.extractRegion.description	Extract the selected image region and send it to ImageJ	Extraer la región de imagen seleccionada y enviarla a ImageJ	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.extractRegionSnapshot	Send snapshot to ImageJ	Enviar captura a ImageJ	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.extractRegionSnapshot.description	Create a rendered (RGB) snapshot and send it to ImageJ	Crear una captura renderizada (RGB) y enviarla a ImageJ	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.importRois	Import ImageJ ROIs...	Importar ROI de ImageJ...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.ImageJ.importRois.description	Import ImageJ ROIs from .roi or .zip files, converting them QuPath objects	Importar ROI de ImageJ desde archivos .roi o .zip, convirtiéndolas en objetos de QuPath	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Extension.SVG	SVG export extension	Extensión de exportación SVG	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Extension.SVG.description	Export snapshots and images in SVG format	Exportar capturas e imágenes en formato SVG	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.SVG.exportImage	Rendered SVG...	SVG renderizado...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.SVG.exportImage.description	Export the current selected region as a rendered (RGB) SVG image.\nAny annotations and ROIs will be stored as vectors, which can later be adjusted in other software.	Exportar la región seleccionada como imagen SVG renderizada (RGB).\nLas anotaciones y las ROI se guardarán como vectores, que después pueden ajustarse en otros programas.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.SVG.exportSnapshot	Current viewer content (SVG)...	Contenido del visor actual (SVG)...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.SVG.exportSnapshot.description	Export an RGB snapshot of the current viewer content as an SVG image.\nAny annotations and ROIs will be stored as vectors, which can later be adjusted in other software.	Exportar una captura RGB del contenido del visor actual como imagen SVG.\nLas anotaciones y las ROI se guardarán como vectores, que después pueden ajustarse en otros programas.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Extension.BioFormats	Bio-Formats extension	Extensión Bio-Formats	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Extension.BioFormats.description	Installs support to read and write images using Bio-Formats reading and writing options using Bio-Formats (https://www.openmicroscopy.org/bio-formats/)	Instala la compatibilidad para leer y escribir imágenes usando las opciones de lectura y escritura de Bio-Formats (https://www.openmicroscopy.org/bio-formats/)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Extension.BioFormats.missing.description	Cannot find the Bio-Formats library required by this extension!	¡No se encuentra la biblioteca Bio-Formats requerida por esta extensión!	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.BioFormats.exportOmeTif	OME-TIFF...	OME-TIFF...	KEEP_EN	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		Deliberately identical to English
Action.BioFormats.exportOmeTif.description	Write regions as OME-TIFF images. This supports writing image pyramids.	Escribir regiones como imágenes OME-TIFF. Admite la escritura de pirámides de imagen.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.BioFormats.omeZarr	OME-Zarr...	OME-Zarr...	KEEP_EN	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		Deliberately identical to English
Action.BioFormats.omeZarrWriter	OME-Zarr writer	Escritor OME-Zarr	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
